"uniqway","year","islet","waypoint","trial_time","poll_species","plant_species","interaction","intyesno","perimeter","area","log_area","alpha"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"WHI-HEL-6-2017",2017,"Whippoorwill","WHI-HEL-6",12:58:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-HEL-2-2017",2017,"Sand","SAN-HEL-2",08:58:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"LOS-HEL-3-2017",2017,"Lost","LOS-HEL-3",12:30:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,330,3451,8.146419323098,"F"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:25:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-3-2017",2017,"Leslie","LES-HEL-3",15:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:25:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-HEL-3-2017",2017,"Sand","SAN-HEL-3",11:12:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"PAR-HEL-2-2017",2017,"Paradise","PAR-HEL-2",16:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,2534,80413,11.2949311336387,"O"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-HEL-4-2017",2017,"Sand","SAN-HEL-4",12:05:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-2-2017",2017,"Sand","SAN-HEL-2",08:58:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"WHI-SCA-2-2017",2017,"Whippoorwill","WHI-SCA-2",14:11:00,"Physis holdhausi","Scaevola taccada","Physis holdhausi-Scaevola taccada",1,1019,16787,9.72836005632241,"L"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"DUD-HEL-3-2017",2017,"Dudley","DUD-HEL-3",12:55:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"POR-HEL-2-2017",2017,"Portsmouth","POR-HEL-2",09:55:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,277,3306,8.10349427838097,"D"
"HOS-HEL-1-2017",2017,"Hos","HOS-HEL-1",13:00:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,561,9118,9.11800576077339,"J"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-3-2017",2017,"Leslie","LES-HEL-3",15:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"EAS-HEL-1-2017",2017,"Eastern","EAS-HEL-1",09:23:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"FRI-HEL-4-2017",2017,"Frigate","FRI-HEL-4",09:36:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,462,7199,8.8816974064693,"H"
"WHI-HEL-4-2017",2017,"Whippoorwill","WHI-HEL-4",10:00:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"POR-SCA-1-2017",2017,"Portsmouth","POR-SCA-1",10:35:00,"Physis holdhausi","Scaevola taccada","Physis holdhausi-Scaevola taccada",1,277,3306,8.10349427838097,"D"
"SAN-HEL-2-2017",2017,"Sand","SAN-HEL-2",08:58:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"BUN-SCA-2-2017",2017,"Bunker","BUN-SCA-2",13:42:00,"Physis holdhausi","Scaevola taccada","Physis holdhausi-Scaevola taccada",1,159,1810,7.50108212425987,"A"
"FRI-HEL-3-2017",2017,"Frigate","FRI-HEL-3",08:55:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,462,7199,8.8816974064693,"H"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"HOS-HEL-2-2017",2017,"Hos","HOS-HEL-2",09:42:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,561,9118,9.11800576077339,"J"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"EAS-COC-4-2017",2017,"Eastern","EAS-COC-4",14:57:00,"Physis holdhausi","Cocos nucifera","Physis holdhausi-Cocos nucifera",1,4756,132576,11.7949113448771,"Q"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:25:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"HOL-HEL-1-2017",2017,"Holei","HOL-HEL-1",11:00:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"POR-HEL-2-2017",2017,"Portsmouth","POR-HEL-2",09:55:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,277,3306,8.10349427838097,"D"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:20:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"POR-HEL-1-2017",2017,"Portsmouth","POR-HEL-1",09:35:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,277,3306,8.10349427838097,"D"
"SAN-HEL-4-2017",2017,"Sand","SAN-HEL-4",12:00:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-1-2017",2017,"Leslie","LES-HEL-1",10:25:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"LES-HEL-4-2017",2017,"Leslie","LES-HEL-4",16:39:00,"Physis holdhausi","Heliotropium foertherianum","Physis holdhausi-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:00:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-2-2017",2017,"Sand","SAN-HEL-2",08:58:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"EAS-HEL-7-2017",2017,"Eastern","EAS-HEL-7",11:10:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"SAN-HEL-2-2017",2017,"Sand","SAN-HEL-2",08:58:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"HON-SCA-1-2017",2017,"Hon","HON-SCA-1",16:50:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"LES-HEL-3-2017",2017,"Leslie","LES-HEL-3",15:25:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-HEL-2-2017",2017,"Sand","SAN-HEL-2",08:58:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"KAU-HEL-3-2017",2017,"Kaula","KAU-HEL-3",11:20:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,7662,331810,12.7123177949221,"S"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",10:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"EAS-HEL-7-2017",2017,"Eastern","EAS-HEL-7",11:20:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"EAS-HEL-7-2017",2017,"Eastern","EAS-HEL-7",11:10:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"WHI-SCA-2-2017",2017,"Whippoorwill","WHI-SCA-2",14:16:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1019,16787,9.72836005632241,"L"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:05:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-1-2017",2017,"Sand","SAN-HEL-1",08:57:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-1-2017",2017,"Sand","SAN-HEL-1",08:57:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"DUD-HEL-2-2017",2017,"Dudley","DUD-HEL-2",10:30:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"WHI-HEL-4-2017",2017,"Whippoorwill","WHI-HEL-4",09:45:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1019,16787,9.72836005632241,"L"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",10:08:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-4-2017",2017,"Sand","SAN-HEL-4",12:05:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"HON-SCA-1-2017",2017,"Hon","HON-SCA-1",16:30:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"SAN-HEL-4-2017",2017,"Sand","SAN-HEL-4",12:00:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-3-2017",2017,"Sand","SAN-SCA-3",10:40:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"DUD-HEL-2-2017",2017,"Dudley","DUD-HEL-2",10:30:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-1-2017",2017,"Sand","SAN-HEL-1",08:57:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"BUN-HEL-2-2017",2017,"Bunker","BUN-HEL-2",13:20:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,159,1810,7.50108212425987,"A"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",10:08:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"EAS-HEL-7-2017",2017,"Eastern","EAS-HEL-7",11:20:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"SAN-HEL-1-2017",2017,"Sand","SAN-HEL-1",08:57:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-3-2017",2017,"Sand","SAN-SCA-3",10:40:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",10:08:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"LES-HEL-3-2017",2017,"Leslie","LES-HEL-3",15:20:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"SAN-SCA-3-2017",2017,"Sand","SAN-SCA-3",10:40:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-1-2017",2017,"Sand","SAN-HEL-1",08:57:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"SAN-SCA-1-2017",2017,"Sand","SAN-SCA-1",11:10:00,"Piletocera signiferalis","Scaevola taccada","Piletocera signiferalis-Scaevola taccada",1,1771,80056,11.2904816687703,"N"
"SAN-HEL-3-2017",2017,"Sand","SAN-HEL-3",11:17:00,"Piletocera signiferalis","Heliotropium foertherianum","Piletocera signiferalis-Heliotropium foertherianum",1,1771,80056,11.2904816687703,"N"
"DUD-HEL-2-2017",2017,"Dudley","DUD-HEL-2",10:30:00,"Plexippus paykulli","Heliotropium foertherianum","Plexippus paykulli-Heliotropium foertherianum",1,445,10249,9.23493541883156,"K"
"COO-SCA-1-2017",2017,"Cooper","COO-SCA-1",15:30:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"LOS-HEL-4-2017",2017,"Lost","LOS-HEL-4",09:30:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,330,3451,8.146419323098,"F"
"COO-SCA-1-2017",2017,"Cooper","COO-SCA-1",15:30:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"KAU-HEL-3-2017",2017,"Kaula","KAU-HEL-3",10:58:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,7662,331810,12.7123177949221,"S"
"COO-HEL-4-2017",2017,"Cooper","COO-HEL-4",15:12:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,11918,1116182,13.9254244910642,"T"
"COO-TER-1-2017",2017,"Cooper","COO-TER-1",16:30:00,"Polistes aurifer","Terminalia catappa","Polistes aurifer-Terminalia catappa",1,11918,1116182,13.9254244910642,"T"
"HON-SCA-1-2017",2017,"Hon","HON-SCA-1",16:50:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"FER-HEL-1-2017",2017,"Fern","FER-HEL-1",09:12:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"LOS-HEL-3-2017",2017,"Lost","LOS-HEL-3",12:50:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,330,3451,8.146419323098,"F"
"FER-HEL-2-2017",2017,"Fern","FER-HEL-2",11:50:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"LOS-HEL-2-2017",2017,"Lost","LOS-HEL-2",12:05:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,330,3451,8.146419323098,"F"
"KAU-SCA-1-2017",2017,"Kaula","KAU-SCA-1",11:30:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,7662,331810,12.7123177949221,"S"
"KAU-HEL-6-2017",2017,"Kaula","KAU-HEL-6",10:05:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,7662,331810,12.7123177949221,"S"
"FER-HEL-2-2017",2017,"Fern","FER-HEL-2",11:45:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"PAR-COC-1-2017",2017,"Paradise","PAR-COC-1",11:15:00,"Polistes aurifer","Cocos nucifera","Polistes aurifer-Cocos nucifera",1,2534,80413,11.2949311336387,"O"
"COO-SCA-5-2017",2017,"Cooper","COO-SCA-5",12:50:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"LOS-HEL-2-2017",2017,"Lost","LOS-HEL-2",12:00:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,330,3451,8.146419323098,"F"
"COO-SCA-5-2017",2017,"Cooper","COO-SCA-5",12:50:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"EAS-HEL-6-2017",2017,"Eastern","EAS-HEL-6",13:00:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,4756,132576,11.7949113448771,"Q"
"COO-SCA-5-2017",2017,"Cooper","COO-SCA-5",12:50:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"KAU-HEL-6-2017",2017,"Kaula","KAU-HEL-6",10:10:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,7662,331810,12.7123177949221,"S"
"COO-HEL-1-2017",2017,"Cooper","COO-HEL-1",14:03:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,11918,1116182,13.9254244910642,"T"
"COO-HEL-4-2017",2017,"Cooper","COO-HEL-4",15:12:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,11918,1116182,13.9254244910642,"T"
"COO-HEL-3-2017",2017,"Cooper","COO-HEL-3",14:59:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,11918,1116182,13.9254244910642,"T"
"HON-SCA-2-2017",2017,"Hon","HON-SCA-2",09:45:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,268,2936,7.98480338973441,"C"
"FER-HEL-1-2017",2017,"Fern","FER-HEL-1",09:30:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"COO-COC-4-2017",2017,"Cooper","COO-COC-4",11:20:00,"Polistes aurifer","Cocos nucifera","Polistes aurifer-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"PAR-COC-4-2017",2017,"Paradise","PAR-COC-4",09:17:00,"Polistes aurifer","Cocos nucifera","Polistes aurifer-Cocos nucifera",1,2534,80413,11.2949311336387,"O"
"COO-SCA-5-2017",2017,"Cooper","COO-SCA-5",12:50:00,"Polistes aurifer","Scaevola taccada","Polistes aurifer-Scaevola taccada",1,11918,1116182,13.9254244910642,"T"
"COO-COC-4-2017",2017,"Cooper","COO-COC-4",11:05:00,"Polistes aurifer","Cocos nucifera","Polistes aurifer-Cocos nucifera",1,11918,1116182,13.9254244910642,"T"
"COO-HEL-3-2017",2017,"Cooper","COO-HEL-3",14:59:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,11918,1116182,13.9254244910642,"T"
"COO-HEL-1-2017",2017,"Cooper","COO-HEL-1",14:03:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,11918,1116182,13.9254244910642,"T"
"FER-HEL-1-2017",2017,"Fern","FER-HEL-1",09:30:00,"Polistes aurifer","Heliotropium foertherianum","Polistes aurifer-Heliotropium foertherianum",1,266,4862,8.48920515487607,"G"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",10:50:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",11:15:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",10:35:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",10:30:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",10:35:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",10:55:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"COO-PAN-1-2017",2017,"Cooper","COO-PAN-1",11:05:00,"Projectothrips palmyrae","Pandanus fischerianus","Projectothrips palmyrae-Pandanus fischerianus",1,11918,1116182,13.9254244910642,"T"
"HOL-HEL-1-2017",2017,"Holei","HOL-HEL-1",11:10:00,"Pseudeuxesta prima","Heliotropium foertherianum","Pseudeuxesta prima-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"LES-HEL-3-2017",2017,"Leslie","LES-HEL-3",15:20:00,"Pseudeuxesta prima","Heliotropium foertherianum","Pseudeuxesta prima-Heliotropium foertherianum",1,452,7978,8.98444303246535,"I"
"HOL-HEL-1-2017",2017,"Holei","HOL-HEL-1",11:05:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"HOL-HEL-3-2017",2017,"Holei","HOL-HEL-3",15:45:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"HOL-HEL-1-2017",2017,"Holei","HOL-HEL-1",10:50:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"HON-HEL-1-2017",2017,"Hon","HON-HEL-1",09:08:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,268,2936,7.98480338973441,"C"
"PAR-HEL-1-2017",2017,"Paradise","PAR-HEL-1",11:00:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,2534,80413,11.2949311336387,"O"
"HOL-HEL-3-2017",2017,"Holei","HOL-HEL-3",15:50:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"HOL-HEL-3-2017",2017,"Holei","HOL-HEL-3",15:50:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
"HOL-HEL-3-2017",2017,"Holei","HOL-HEL-3",16:10:00,"Sarcophaga peregrina","Heliotropium foertherianum","Sarcophaga peregrina-Heliotropium foertherianum",1,4261,195746,12.1845731794169,"R"
